#{"t_start": 1622666921.248959, "env_id": null}
r,l,t
73.734565,15,2159.19651
49.044776,10,2159.990633
44.2506,9,2160.714859
54.127569,11,2161.59195
71.86919,14,2162.691581
53.418411,11,2163.574
57.790898,11,2164.453859
70.529674,13,2165.476119
73.848842,16,2166.687553
80.448243,12,2167.660258
59.223606,12,2168.611294
71.980952,14,2169.691643
95.802227,19,2171.180318
54.174676,11,2172.047385
49.390498,11,2172.915329
44.270275,9,2173.609188
82.285851,15,2174.790835
53.51938,11,2175.640136
45.692882,9,2176.344688
39.32805,8,2176.979665
59.202178,12,2177.919561
80.969329,17,2179.174995
54.109423,11,2180.097653
68.304053,13,2181.120482
43.542575,8,2181.757819
64.200513,14,2182.857921
39.338362,8,2183.4952
54.149988,12,2184.421456
29.44107,6,2184.89067
34.500053,8,2185.519822
69.318785,13,2186.564269
44.280144,9,2187.297352
78.440176,16,2188.502845
63.361039,13,2189.560395
39.371882,9,2190.247887
39.366421,8,2190.881319
78.778264,17,2192.207623
44.308301,10,2193.001226
78.717652,17,2194.301528
48.613698,10,2195.09332
68.806455,14,2196.207265
44.220335,9,2196.933425
56.938048,10,2197.753492
49.353957,11,2198.638053
39.34376,8,2199.268479
54.069178,12,2200.209584
34.370104,7,2200.776126
84.700016,15,2201.984676
58.91105,13,2203.000213
39.319754,8,2203.627627
49.208491,10,2204.399042
62.34249,13,2205.421358
89.459867,18,2206.810533
78.758533,16,2208.076333
128.141111,26,2210.159634
93.769029,20,2211.761552
54.040013,11,2212.643817
68.93246,15,2213.791151
49.23773,11,2214.654036
89.1167,18,2216.067312
56.932945,10,2216.872952
52.121541,11,2217.723945
44.39956,10,2218.501868
102.677006,19,2219.98024
194.303014,35,2222.685063
54.32013,12,2223.618605
39.476326,9,2224.330791
34.41107,7,2224.896658
68.905345,15,2226.074317
39.387266,8,2226.711291
63.342907,13,2227.718058
78.883855,17,2229.037845
54.311986,12,2229.958774
103.496949,22,2231.600993
39.403836,8,2232.240294
39.448949,9,2232.945327
98.755905,21,2234.604365
39.355502,8,2235.233385
44.313114,9,2235.960154
49.327664,11,2236.846351
34.424808,7,2237.414681
51.48243,11,2238.285264
49.211734,11,2239.118191
73.528316,15,2240.295615
39.3641,9,2241.019155
49.400005,11,2241.913871
39.447008,9,2242.63703
54.149825,12,2243.546783
59.173635,12,2244.47293
34.429112,7,2245.021592
43.77722,9,2245.740905
44.21285,9,2246.441026
68.473203,14,2247.542935
49.106775,10,2248.338907
83.598275,17,2249.654309
63.860897,13,2250.639005
94.988475,19,2252.140715
64.24329,14,2253.267383
78.765245,16,2254.538077
34.377371,7,2255.108517
69.165996,15,2256.305609
83.910044,18,2257.708422
68.967492,15,2258.860584
130.152583,26,2260.93433
39.375264,8,2261.563201
54.275636,12,2262.510068
44.334616,10,2263.287852
63.343443,12,2264.238868
83.564519,17,2265.575041
69.081842,14,2266.661896
83.689392,17,2268.015176
64.379354,13,2269.018286
44.431542,10,2269.801785
70.926895,14,2270.866853
39.065266,8,2271.488681
39.397186,9,2272.19338
34.343709,7,2272.759145
114.385931,23,2274.574949
60.813524,11,2275.449507
81.379336,16,2276.694523
69.019922,15,2277.823493
43.781373,9,2278.534111
59.205611,13,2279.555689
39.466806,9,2280.263706
49.255134,10,2281.06518
39.44731,9,2281.793731
79.007747,16,2283.028297
54.282278,12,2283.962976
79.260822,16,2285.242678
49.28053,10,2286.046415
58.940577,12,2286.993057
39.247868,8,2287.615275
64.275873,14,2288.749922
92.876301,18,2290.150026
44.413417,10,2290.933193
138.213057,26,2292.975771
44.320822,9,2293.701435
38.7843,8,2294.349653
113.384103,24,2296.224812
82.98986,15,2297.420922
72.098013,12,2298.380394
61.240547,13,2299.364641
49.24808,10,2300.169163
39.381895,8,2300.8232
74.11037,16,2302.055165
64.105896,13,2303.091547
49.261881,11,2303.968381
54.104222,11,2304.834278
44.384533,10,2305.639422
60.302953,12,2306.553902
102.900237,20,2308.103229
73.879868,16,2309.286393
76.365416,14,2310.406824
49.249981,10,2311.206806
52.133614,10,2312.024726
59.238016,13,2313.052677
79.805607,15,2314.252376
39.431524,9,2314.976743
59.122149,12,2315.935471
44.238816,9,2316.672256
124.384074,24,2318.520177
69.1757,15,2319.713968
49.073926,10,2320.509452
93.756952,20,2322.094182
44.217503,9,2322.800158
50.342214,7,2323.365146
34.56845,8,2324.001073
49.259476,11,2324.888193
48.721998,10,2325.6942
53.410301,11,2326.572706
93.597458,19,2328.014657
49.259756,10,2328.81699
95.619814,19,2330.336241
43.770721,9,2331.041434
74.082742,16,2332.264371
69.017569,15,2333.388085
64.002802,14,2334.484975
79.027236,17,2335.792571
34.473905,7,2336.346003
39.374253,9,2337.06124
39.439731,9,2337.756093
59.281827,13,2338.80095
49.346853,11,2339.684351
72.374388,13,2340.750414
49.384109,11,2341.623448
103.496078,21,2343.260458
48.898693,10,2344.071275
78.746115,13,2345.108086
83.38867,15,2346.303203
49.390777,10,2347.115167
49.240338,11,2347.969468
44.1917,9,2348.661004
54.200567,12,2349.587202
93.658535,19,2351.099007
59.182965,12,2352.022008
88.989335,15,2353.219867
54.055337,12,2354.123679
59.292053,13,2355.154994
88.998406,19,2356.651484
103.724395,22,2358.267794
39.35794,9,2358.97152
78.942271,17,2360.3141
59.256658,13,2361.354606
78.302566,16,2362.682685
59.076838,12,2363.648694
108.571637,23,2365.405961
64.094738,14,2366.453846
44.333381,10,2367.227565
49.043032,10,2368.002241
63.983714,14,2369.11182
62.17671,13,2370.130033
69.068534,15,2371.271716
88.690716,18,2372.683319
81.065869,16,2373.899346
38.763628,8,2374.545156
44.415005,10,2375.351106
79.775047,14,2376.405409
59.273523,13,2377.43211
67.009164,13,2378.448225
93.697868,19,2379.944593
74.028369,16,2381.211125
103.363141,21,2382.810354
46.347378,10,2383.616702
63.524893,13,2384.647438
34.392261,7,2385.205372
34.485157,8,2385.856103
118.74995,23,2387.682907
44.334688,9,2388.366
130.720856,25,2390.3306
62.941079,12,2391.265731
83.647306,17,2392.574553
108.455174,21,2394.207788
64.129391,14,2395.305961
67.245342,13,2396.299543
48.386027,10,2397.098185
91.998323,16,2398.357844
59.222506,12,2399.30053
68.584477,13,2400.304677
89.329445,17,2401.692522
72.676303,14,2402.763543
93.860353,20,2404.304566
58.455448,11,2405.175821
103.590919,21,2406.809031
107.079915,20,2408.416414
29.436153,6,2408.910198
39.416694,9,2409.641232
69.13668,15,2410.847689
49.370638,11,2411.713573
39.405559,9,2412.398258
71.128701,12,2413.34114
141.396534,26,2415.383437
63.994438,14,2416.468214
49.324865,11,2417.342634
54.096968,11,2418.227468
108.063229,22,2419.929038
54.056843,11,2420.780928
93.932721,20,2422.417072
68.279662,10,2423.203314
48.621877,10,2423.993365
69.002085,15,2425.179424
76.489932,13,2426.225188
73.21004,15,2427.378306
44.416842,10,2428.171134
58.940662,12,2429.119301
74.027181,16,2430.387816
83.456498,17,2431.613873
54.174115,12,2432.550487
34.467774,8,2433.155394
58.483073,11,2434.009983
49.255685,11,2434.830711
49.295359,10,2435.608525
71.346432,12,2436.550102
48.433906,10,2437.363899
62.8084,11,2438.253689
100.596086,20,2439.815729
73.938856,16,2441.076087
59.218918,13,2442.101901
88.888115,19,2443.606601
44.36046,10,2444.389486
44.354543,10,2445.17746
56.278878,12,2446.110239
39.432368,9,2446.829679
128.435301,26,2448.855315
49.149308,10,2449.65188
73.760627,14,2450.728667
34.368962,7,2451.276005
49.1752,10,2452.07906
64.079589,14,2453.198306
34.346346,7,2453.76386
39.482366,9,2454.481043
94.475839,18,2455.893072
39.326572,9,2456.598671
49.203597,10,2457.398857
75.29076,12,2458.356302
66.791558,12,2459.283596
88.761323,18,2460.693173
71.779737,14,2461.80774
54.349191,11,2462.685427
105.886985,22,2464.423537
49.18623,10,2465.208949
34.345719,7,2465.771055
67.298587,13,2466.804021
49.157115,10,2467.595672
59.315849,13,2468.650045
92.916146,19,2470.113854
44.40272,10,2470.910254
77.316844,14,2472.030033
113.231761,22,2473.693566
53.285389,11,2474.567879
34.440497,7,2475.129794
34.392019,8,2475.764273
54.08892,11,2476.611878
66.643077,12,2477.548563
88.696837,18,2478.948906
34.448373,7,2479.514618
39.501376,9,2480.220282
44.328814,9,2480.951403
59.171774,13,2481.95626
59.133119,12,2482.895328
86.874259,18,2484.298929
85.430136,17,2485.579583
58.363072,12,2486.536119
57.152318,12,2487.507017
39.390361,8,2488.145074
44.240899,9,2488.852488
48.484674,10,2489.661522
87.835379,17,2490.959762
87.957175,17,2492.303817
34.376488,7,2492.85777
63.272242,10,2493.673661
59.242668,13,2494.712479
59.175717,13,2495.762397
39.40784,8,2496.404378
59.346306,11,2497.28188
53.938399,10,2498.08352
79.442186,14,2499.17441
64.163939,14,2500.266726
74.363465,15,2501.440294
49.369139,11,2502.362008
58.875993,12,2503.34461
34.333455,7,2503.904501
54.245395,12,2504.843189
34.368433,7,2505.423884
49.315951,11,2506.304352
63.728684,13,2507.310899
34.45687,7,2507.874283
39.341042,9,2508.594471
68.880914,15,2509.766781
38.669979,8,2510.40731
62.84586,12,2511.384301
43.817557,9,2512.136847
94.498103,15,2513.313563
44.187321,9,2514.015452
78.314474,16,2515.28876
142.667038,28,2517.553645
39.273907,8,2518.200093
69.269401,14,2519.298645
44.375658,9,2520.009341
73.940023,16,2521.277307
73.363494,15,2522.471031
90.845742,19,2523.99272
44.382828,10,2524.791331
34.479636,8,2525.430288
81.676928,13,2526.440357
83.164448,16,2527.730947
63.94928,13,2528.741481
54.147248,11,2529.616374
178.080878,33,2532.29565
57.647412,10,2533.096321
59.002837,12,2534.061502
107.877662,22,2535.809489
39.409332,8,2536.461177
59.031691,12,2537.422885
59.177583,13,2538.44115
60.351662,12,2539.448353
133.508588,28,2541.608368
34.347672,7,2542.167127
79.279381,16,2543.416482
57.890524,11,2544.238851
73.037041,15,2545.416455
85.051107,17,2546.726206
137.760145,25,2548.659799
46.426293,10,2549.427507
76.044784,16,2550.680227
62.744092,12,2551.642707
44.368845,10,2552.44413
59.289897,13,2553.454144
60.25525,12,2554.370932
52.721481,10,2555.186218
39.368369,8,2555.841027
111.435999,20,2557.523628
48.54236,9,2558.229737
48.035558,9,2558.956559
66.639397,10,2559.759181
54.202652,12,2560.686944
54.281636,12,2561.612625
69.146423,15,2562.743804
98.525565,19,2564.268791
57.647631,11,2565.159038
49.125054,10,2565.946337
72.227676,15,2567.126279
39.324907,8,2567.752535
78.848481,16,2569.001801
70.220872,11,2569.860489
53.546304,11,2570.734658
64.146071,13,2571.733437
39.302067,8,2572.371179
54.151703,11,2573.23387
49.406332,11,2574.111771
74.088915,16,2575.373771
44.329448,10,2576.154197
49.299588,10,2576.931732
117.126834,23,2578.71727
39.347737,8,2579.354745
97.734501,20,2580.903067
59.20922,13,2581.932312
80.153812,14,2583.106344
83.343199,15,2584.256887
71.872711,14,2585.346451
72.099458,14,2586.446743
61.966233,12,2587.375749
62.739073,11,2588.248872
109.284316,22,2589.990531
39.36457,8,2590.628934
73.919165,16,2591.884725
48.147576,10,2592.666347
44.30297,10,2593.454085
59.209064,12,2594.421632
34.482371,8,2595.057612
93.632429,19,2596.548592
63.075147,12,2597.482979
66.669375,12,2598.437282
69.489995,13,2599.454568
44.43402,10,2600.245035
54.300954,12,2601.166639
74.674626,14,2602.25596
73.821763,16,2603.480561
44.303154,9,2604.197942
72.36599,14,2605.309315
44.481753,10,2606.12561
86.292268,16,2607.385025
63.769724,12,2608.354155
81.715203,13,2609.39598
63.173404,12,2610.329621
54.30197,12,2611.285133
54.205298,11,2612.132943
64.118647,14,2613.189827
39.508426,9,2613.899559
83.277933,17,2615.226475
69.023416,14,2616.321381
98.87134,20,2617.919922
47.953721,9,2618.632328
75.06124,15,2619.83027
44.456713,10,2620.621239
64.239466,11,2621.504275
73.424708,14,2622.607718
61.158528,12,2623.578986
54.328302,12,2624.549949
60.563774,12,2625.505213
39.492848,9,2626.228426
49.168068,11,2627.104235
98.838372,20,2628.743652
69.218629,15,2629.949738
114.523241,17,2631.281053
93.76139,20,2632.81738
86.767703,17,2634.195355
58.453049,11,2635.081225
108.655696,23,2636.950352
49.262087,11,2637.844493
69.055731,15,2639.0297
34.364937,8,2639.672859
49.298443,10,2640.480992
54.460051,11,2641.355468
500.598279,101,2648.183308
54.244326,11,2649.068327
74.949892,15,2650.255954
54.226891,11,2651.130803
79.080459,15,2652.319869
49.282084,11,2653.190394
79.277956,15,2654.400633
53.645469,11,2655.279853
102.089817,18,2656.680019
54.256841,12,2657.608966
74.079015,16,2658.875998
64.301714,14,2659.980811
128.84074,24,2661.843332
54.230241,12,2662.817789
39.399926,9,2663.543991
44.205071,10,2664.317093
76.585842,15,2665.490548
44.39074,10,2666.282654
69.060748,14,2667.395867
63.884072,13,2668.41831
103.18714,21,2669.998814
34.529439,8,2670.627787
59.090516,12,2671.579943
108.512487,22,2673.306107
113.751969,24,2675.154622
50.540251,7,2675.72102
59.350261,12,2676.676366
54.031936,11,2677.511186
56.817796,10,2678.303609
106.183961,21,2679.928385
39.397859,8,2680.575962
44.40263,10,2681.373104
49.264479,11,2682.230209
67.131887,13,2683.277304
73.982262,16,2684.537089
39.350325,8,2685.175159
68.154007,13,2686.184301
69.074064,14,2687.291079
44.243963,9,2687.999768
93.574323,20,2689.486764
44.413591,10,2690.265838
98.384664,21,2691.793741
84.211159,16,2693.072657
56.852983,10,2693.903333
61.244852,9,2694.648561
58.324155,11,2695.506287
140.199586,26,2697.555954
39.42502,9,2698.276502
49.276688,11,2699.164958
54.198054,11,2700.048921
39.387699,8,2700.709267
63.590989,13,2701.721252
93.517397,19,2703.194697
49.306733,11,2704.038592
34.381471,7,2704.611882
125.250932,23,2706.422317
76.648558,14,2707.521121
79.139912,17,2708.863621
88.982912,19,2710.387049
54.164312,12,2711.323192
59.285616,13,2712.361405
83.873692,18,2713.760421
56.938719,11,2714.631221
39.341057,8,2715.266647
39.490989,9,2715.980633
64.159766,14,2717.051661
59.204088,13,2718.09596
59.164758,13,2719.105748
133.73406,24,2720.977961
39.477657,9,2721.690435
59.11782,12,2722.612911
136.96845,27,2724.750866
64.010048,14,2725.806578
49.139157,10,2726.613413
81.967452,14,2727.741647
54.02222,11,2728.604623
107.585764,17,2729.956359
39.290202,8,2730.595701
44.187944,9,2731.316164
44.164111,9,2732.039574
73.965981,16,2733.256097
79.22179,17,2734.566629
49.231228,11,2735.426375
167.699939,35,2738.176658
73.845229,16,2739.428502
34.388184,7,2739.981185
54.230247,12,2740.919784
49.275212,11,2741.79614
29.456613,6,2742.281021
64.158886,13,2743.383488
64.10641,14,2744.469904
49.307955,11,2745.326824
93.756511,20,2746.874253
44.379084,10,2747.654608
123.454109,21,2749.269708
166.148902,30,2751.622186
39.357807,9,2752.328297
83.761662,17,2753.638997
39.315841,9,2754.338042
121.901623,23,2756.116974
72.026893,15,2757.332185
110.442061,18,2758.731082
44.307759,9,2759.440706
57.052207,10,2760.239707
64.910674,13,2761.263109
93.576907,19,2762.723406
49.216482,11,2763.586363
137.869854,18,2765.031433
49.378933,10,2765.823148
74.193547,16,2767.120444
88.4955,19,2768.586586
97.211972,19,2770.084287
39.346316,8,2770.713058
82.005908,16,2771.944507
53.510634,11,2772.824752
54.216289,12,2773.759391
154.716895,31,2776.179697
54.13217,11,2777.048194
77.728234,15,2778.222597
154.673328,31,2780.693747
53.677858,10,2781.488735
49.170055,10,2782.275067
63.953036,14,2783.370627
128.788964,24,2785.25261
53.713413,11,2786.099691
62.639752,11,2786.96523
79.507613,13,2787.991485
49.361648,11,2788.856451
64.284533,14,2789.975486
48.434957,10,2790.764259
64.179925,14,2791.86962
61.587622,11,2792.772851
104.717606,20,2794.327005
49.360996,11,2795.184212
49.300465,11,2796.047479
37.951361,8,2796.697331
83.677197,17,2798.028197
49.376366,11,2798.899876
92.621977,19,2800.261977
34.401323,7,2800.814436
63.638686,13,2801.832441
54.268093,12,2802.77694
68.9183,15,2803.95231
69.106623,15,2805.115572
131.044173,26,2807.11732
54.288306,11,2807.989327
63.85004,13,2809.016544
76.066357,13,2810.060893
44.333873,10,2810.847075
48.459821,9,2811.547597
59.162307,13,2812.578989
55.227409,11,2813.451863
44.269777,9,2814.184895
59.14292,13,2815.235846
73.827564,15,2816.418896
66.368099,13,2817.435269
122.913028,22,2819.151245
39.404549,9,2819.85507
49.196939,9,2820.554271
39.366789,9,2821.246922
39.328834,8,2821.884504
49.260538,11,2822.734557
74.950318,14,2823.890294
68.888134,15,2825.044871
43.070982,9,2825.778249
49.394461,11,2826.629858
39.330014,8,2827.271974
49.283552,10,2828.077849
64.260116,14,2829.184901
73.836126,15,2830.313722
76.936396,13,2831.284687
56.757586,11,2832.184908
117.887502,24,2834.060247
49.463523,11,2834.931442
112.920611,20,2836.486983
39.392717,9,2837.203723
44.356847,10,2837.997398
49.336235,11,2838.854242
98.659363,20,2840.415016
86.740238,18,2841.820345
52.822986,10,2842.613693
502.787784,101,2849.544061
68.508867,14,2850.629434
39.559963,9,2851.352108
36.526497,8,2851.974528
49.192857,11,2852.818907
200.120679,30,2855.203609
54.326045,11,2856.056665
92.664327,19,2857.443134
44.132829,9,2858.135903
91.361067,14,2859.248686
59.162389,12,2860.224544
63.603229,12,2861.196616
74.011554,16,2862.454548
57.974153,11,2863.331064
64.051842,14,2864.421097
34.401248,7,2864.980836
63.498064,13,2865.971479
68.190231,12,2866.918412
44.284515,9,2867.648796
61.531394,11,2868.566247
85.16359,16,2869.814298
128.348254,25,2871.744973
63.971886,14,2872.859228
73.803419,16,2874.169518
62.818494,12,2875.111134
54.139697,11,2875.989935
51.19678,10,2876.757941
49.215892,10,2877.526418
54.100336,11,2878.409303
84.857192,15,2879.62248
70.007099,13,2880.662557
125.227688,20,2882.207906
102.735112,20,2883.777918
71.849728,12,2884.734331
68.911071,15,2885.891097
83.834955,17,2887.196544
43.416908,9,2887.924435
44.291419,9,2888.644672
140.477098,27,2890.764608
58.229409,11,2891.617399
81.66057,16,2892.871193
77.295124,14,2894.008268
62.896172,12,2894.956775
44.401492,9,2895.685016
112.670642,22,2897.401008
70.251428,12,2898.352514
39.339791,8,2899.014566
109.046116,18,2900.466932
73.332887,14,2901.553984
90.974788,19,2903.079602
44.325183,10,2903.87215
34.594592,8,2904.500543
39.466113,9,2905.217121
78.922577,16,2906.472192
49.197179,10,2907.279836
67.239953,14,2908.374721
44.44953,10,2909.165429
72.643771,14,2910.284348
122.221981,24,2912.12707
121.391069,21,2913.79213
94.588232,17,2915.130032
83.80853,17,2916.473885
39.29914,8,2917.100718
68.378814,14,2918.211051
202.419085,41,2921.443562
43.542813,9,2922.16037
39.292232,8,2922.792811
44.23011,9,2923.51399
39.415807,8,2924.158674
54.235654,11,2925.047985
121.140972,20,2926.704729
54.211059,11,2927.58839
67.613951,13,2928.602406
39.474043,9,2929.309608
44.270304,10,2930.095251
147.248089,30,2932.360702
44.275002,9,2933.07135
93.986051,20,2934.67251
34.560539,8,2935.305438
44.420318,10,2936.083415
85.11405,16,2937.349795
72.439521,13,2938.367507
76.138083,15,2939.560336
39.387012,9,2940.280418
54.158448,11,2941.159375
39.39943,8,2941.803207
44.338087,10,2942.58934
78.657953,14,2943.709304
101.442453,19,2945.219442
74.206952,15,2946.424392
93.614163,19,2947.929401
54.255157,12,2948.862711
60.824412,11,2949.763308
64.189925,14,2950.863596
57.339234,11,2951.740703
59.274637,13,2952.743531
63.090638,11,2953.609949
39.369114,9,2954.324144
73.910955,15,2955.505199
78.681888,16,2956.729235
39.42651,8,2957.370207
39.30908,8,2958.017414
83.649681,17,2959.302823
54.312777,12,2960.250213
110.972441,20,2961.809198
88.754583,19,2963.294917
63.268399,13,2964.301013
79.070029,17,2965.652238
90.112381,18,2967.063473
44.242741,9,2967.78262
34.440475,8,2968.410924
62.791116,11,2969.290127
73.782803,15,2970.454338
108.038535,20,2972.004993
41.436733,9,2972.71533
52.694068,10,2973.515083
48.400602,10,2974.304499
66.720617,12,2975.265013
68.895032,14,2976.40571
49.194472,10,2977.206647
48.202047,9,2977.940502
51.269431,10,2978.737271
49.129512,10,2979.540071
88.984307,19,2981.031015
141.728499,25,2982.983149
111.817081,20,2984.620546
119.727952,20,2986.127887
67.279807,13,2987.163504
68.957007,14,2988.276049
39.352222,8,2988.912184
123.418789,19,2990.416986
54.217481,11,2991.315165
39.281611,9,2992.016862
54.303322,11,2992.88572
44.381527,10,2993.677795
57.678943,11,2994.543065
54.271352,12,2995.456267
63.354687,12,2996.41236
83.636894,17,2997.714948
108.477654,23,2999.498089
72.914657,14,3000.624459
85.731055,16,3001.905387
86.67713,17,3003.22891
44.363927,9,3003.957758
39.287301,8,3004.596478
225.380549,44,3007.923344
62.357194,12,3008.866371
110.788061,21,3010.549555
69.619852,10,3011.339012
81.261687,14,3012.465282
61.797452,12,3013.385652
97.417917,18,3014.788328
82.817136,15,3015.947539
99.895356,19,3017.417378
100.099994,18,3018.812757
73.766452,14,3019.885149
39.444647,9,3020.595451
83.911211,18,3021.978106
200.528699,30,3024.342711
108.67237,23,3026.140469
52.349359,11,3026.996382
73.301869,15,3028.202255
98.544531,21,3029.844129
44.335138,9,3030.550725
92.10428,16,3031.81073
39.315831,9,3032.516753
73.40546,13,3033.54465
44.215602,9,3034.248936
44.358781,9,3034.983001
44.219369,9,3035.702255
59.123913,12,3036.660413
59.051817,12,3037.619517
70.085892,14,3038.749035
74.043617,13,3039.81214
75.344434,13,3040.843826
62.942301,12,3041.791771
97.448118,17,3043.089032
56.250074,12,3044.029455
34.333827,7,3044.595662
34.379956,8,3045.226786
44.375927,10,3046.027021
34.34239,7,3046.603069
59.236642,13,3047.665483
34.345928,7,3048.231321
44.220757,9,3048.953955
68.525082,13,3049.971921
73.954259,15,3051.155184
59.187012,12,3052.113265
61.960955,12,3053.058392
51.515055,10,3053.858282
57.481697,11,3054.744036
54.060141,11,3055.615614
134.658356,24,3057.519558
109.100154,20,3059.103533
69.019847,15,3060.256798
152.888855,31,3062.633542
49.250658,11,3063.500445
44.383726,10,3064.284906
119.111048,22,3066.078605
49.402679,11,3066.94915
83.83049,18,3068.352832
92.404343,18,3069.778111
118.728782,19,3071.305718
72.202456,12,3072.250873
56.771761,10,3073.046316
49.495356,11,3073.933131
34.381935,7,3074.501454
53.573189,11,3075.387598
65.018874,13,3076.411231
39.440823,9,3077.109908
54.305801,12,3078.064177
88.785211,18,3079.505746
67.401915,11,3080.394878
69.000834,14,3081.509354
140.524721,22,3083.261758
57.901165,11,3084.17257
60.185068,12,3085.107488
58.299671,10,3085.907573
98.807344,20,3087.489062
44.404666,10,3088.270718
75.787441,14,3089.375793
34.501627,8,3090.009784
49.199057,10,3090.811493
88.701448,18,3092.259998
83.612648,15,3093.457107
49.237709,9,3094.185674
39.270716,8,3094.834924
130.215259,25,3096.811876
93.8875,20,3098.405091
101.853379,17,3099.745826
61.967772,12,3100.706226
48.530608,9,3101.410072
63.536223,13,3102.451512
63.954207,14,3103.543695
54.226213,12,3104.476495
34.379355,7,3105.045217
49.369703,11,3105.896066
44.458497,10,3106.670119
243.215389,41,3109.880176
79.029976,17,3111.216774
59.028778,12,3112.145644
52.347935,10,3112.94064
44.327928,10,3113.733312
64.179737,14,3114.814807
49.266887,11,3115.682711
54.111305,12,3116.605599
72.171549,14,3117.706669
34.602039,8,3118.34852
83.913612,17,3119.704417
54.115488,12,3120.632359
46.412481,9,3121.344691
34.466052,8,3121.965451
49.23523,10,3122.750154
63.935304,13,3123.78683
98.668004,21,3125.42657
42.306965,9,3126.121794
83.144043,14,3127.236203
44.402424,10,3128.039447
34.369201,8,3128.669328
49.442452,11,3129.544718
39.289752,8,3130.195848
49.310727,11,3131.067603
67.734736,13,3132.108854
88.796213,19,3133.553837
44.368412,10,3134.359593
34.334142,7,3134.916535
44.239147,9,3135.623423
78.857901,14,3136.75166
81.391044,13,3137.792686
88.862259,18,3139.23537
54.090385,11,3140.09426
39.421771,9,3140.804421
118.788036,18,3142.230136
38.84438,8,3142.874661
73.842211,16,3144.083628
59.201828,12,3145.057495
80.978016,13,3146.120725
34.371029,7,3146.683843
39.365109,8,3147.33315
138.235643,29,3149.561572
78.932752,17,3150.899375
49.2986,11,3151.741376
154.230231,28,3153.987556
64.11152,13,3155.050464
88.046795,18,3156.473729
101.40788,20,3157.995561
60.310309,12,3158.922432
58.385746,12,3159.861795
39.528985,9,3160.590379
73.912072,15,3161.790349
49.131066,10,3162.579357
94.546185,15,3163.783225
72.82443,15,3164.999276
34.398279,7,3165.573969
82.453139,15,3166.7448
104.880287,20,3168.307269
44.331459,10,3169.074485
39.370137,8,3169.716283
64.076679,13,3170.742442
54.278834,12,3171.679045
49.330364,11,3172.562877
142.85464,24,3174.423908
49.394869,11,3175.279366
78.642405,16,3176.51134
54.145225,12,3177.453755
54.308859,12,3178.385433
54.171938,11,3179.240584
49.254928,10,3180.062042
73.945109,15,3181.233881
59.029422,12,3182.153275
84.260242,16,3183.444106
103.085803,17,3184.808058
64.121076,14,3185.909631
63.909822,14,3186.964657
54.095209,12,3187.901659
71.166165,15,3189.091131
80.853197,14,3190.236345
39.264376,8,3190.865458
54.237535,12,3191.832597
63.925682,13,3192.824954
118.463628,25,3194.71432
49.421926,11,3195.563069
64.027698,13,3196.595744
148.776788,26,3198.645966
68.942504,14,3199.772492
54.14466,12,3200.746068
68.985137,15,3201.939871
44.410034,10,3202.748469
54.245284,11,3203.615785
98.833254,15,3204.787614
54.270155,12,3205.748433
47.518407,9,3206.458127
39.413127,9,3207.147437
83.850531,18,3208.546511
88.888072,18,3209.929116
72.917316,14,3211.016976
51.262901,11,3211.924291
73.937687,16,3213.143877
138.474681,26,3215.216027
56.505197,11,3216.108037
56.598474,9,3216.83776
92.304726,17,3218.186671
39.509932,9,3218.910712
91.389221,18,3220.352727
67.576535,13,3221.376791
144.075885,28,3223.58424
39.26766,8,3224.242757
59.153436,13,3225.297636
53.596033,10,3226.064739
49.245705,10,3226.92036
111.173559,23,3228.68268
59.246877,13,3229.686217
146.816853,26,3231.70704
49.238799,11,3232.55566
54.148935,12,3233.511024
59.247239,13,3234.567061
81.656474,16,3235.798306
49.289775,11,3236.677707
71.078075,15,3237.815737
75.160417,14,3238.909156
49.26022,11,3239.760219
61.021756,11,3240.632225
44.267267,9,3241.345038
88.667589,19,3242.853165
66.785456,12,3243.797946
65.157969,12,3244.753824
78.650151,13,3245.817609
47.223618,10,3246.597023
77.61989,15,3247.747343
98.765888,20,3249.354809
53.359274,10,3250.154339
69.506002,13,3251.210905
48.633583,10,3252.003788
49.167273,11,3252.882646
106.538301,22,3254.566482
54.251606,11,3255.45012
68.103414,13,3256.482898
92.005028,17,3257.80127
63.979856,14,3258.851694
39.366462,8,3259.495608
54.290742,11,3260.386354
34.331688,7,3260.94762
44.455646,10,3261.747427
73.25539,13,3262.759335
48.639344,10,3263.550785
43.602278,9,3264.267693
119.484149,24,3266.159877
101.119902,18,3267.610956
44.410996,10,3268.395692
54.104962,12,3269.34335
104.03979,16,3270.635657
59.237798,13,3271.656125
111.949735,21,3273.226953
44.308482,10,3274.022195
49.242061,10,3274.808514
64.036903,14,3275.91267
133.839154,21,3277.586616
51.324618,10,3278.378988
44.398831,10,3279.176069
68.995786,14,3280.301399
178.653413,32,3282.872877
185.891303,34,3285.53337
64.1235,13,3286.528537
49.410035,11,3287.400277
69.083117,14,3288.461941
39.33612,8,3289.100572
78.859745,14,3290.176354
44.353982,10,3290.965733
54.191004,11,3291.840804
98.977031,21,3293.501428
83.538064,17,3294.812147
54.095062,12,3295.721559
52.923911,9,3296.421607
59.098512,13,3297.437787
126.872302,24,3299.36196
92.754247,18,3300.758023
142.463068,29,3303.010603
69.16328,15,3304.221373
34.31641,7,3304.788296
49.227635,11,3305.64879
