#{"t_start": 1622666921.248959, "env_id": null}
r,l,t
44.285932,9,5893.677021
98.642505,20,5895.304441
59.333847,13,5896.342134
88.846146,18,5897.781858
90.775615,18,5899.171198
131.787921,27,5901.304844
68.954272,14,5902.472729
151.848979,30,5904.819493
79.042321,17,5906.165978
84.966689,17,5907.519265
347.578717,58,5912.191276
34.34714,7,5912.754124
136.998844,28,5914.950546
116.697522,23,5916.766138
54.222166,12,5917.726444
66.153916,14,5918.831664
114.679699,20,5920.379809
77.767541,16,5921.677351
149.271761,26,5923.739367
62.30123,12,5924.697643
64.013022,14,5925.765275
54.314938,12,5926.712903
74.074365,16,5927.9992
64.23934,14,5929.098619
140.603938,24,5931.010834
126.261312,21,5932.692263
115.970991,21,5934.459469
144.880617,26,5936.517566
213.749743,39,5939.704324
64.254159,14,5940.82472
92.192336,19,5942.324337
54.052345,11,5943.218845
93.430142,14,5944.344919
49.251503,10,5945.139646
63.193943,10,5945.954955
49.46653,11,5946.853502
118.514649,24,5948.708297
106.384894,18,5950.136857
95.950151,16,5951.412362
159.5337,23,5953.236056
93.810151,20,5954.825623
57.848075,10,5955.635948
59.024988,12,5956.600154
54.224459,12,5957.542296
227.496458,40,5960.79091
80.633203,15,5962.033778
66.39047,13,5963.06961
103.690376,18,5964.547469
88.854455,18,5965.943137
53.410309,11,5966.794188
64.071583,13,5967.807804
192.814461,38,5970.786637
67.073086,12,5971.747252
54.08144,11,5972.600467
108.53463,23,5974.432389
54.328684,12,5975.393218
76.845426,14,5976.531285
85.811716,18,5977.949161
150.904605,22,5979.711783
103.793506,20,5981.298571
90.864707,17,5982.620626
41.42726,9,5983.307523
156.234901,29,5985.700502
54.18615,12,5986.657177
64.087035,14,5987.754655
62.847,12,5988.702348
135.195303,19,5990.245945
34.397973,7,5990.80495
59.292774,13,5991.848966
54.183449,12,5992.811606
88.14137,16,5994.097522
143.47859,29,5996.472118
192.721676,30,5998.853334
58.974298,12,5999.776162
80.344999,14,6000.884827
87.398149,17,6002.207817
83.98295,18,6003.662316
185.461369,35,6006.365847
172.966941,28,6008.541861
72.28855,13,6009.584178
47.547316,8,6010.244035
54.333153,12,6011.194072
221.210854,45,6014.861078
63.973579,13,6015.880674
59.23754,13,6016.910868
98.350208,20,6018.468576
141.634867,23,6020.268168
39.331557,8,6020.902443
102.364563,19,6022.41414
69.029024,15,6023.61626
95.467039,18,6025.061663
118.124352,22,6026.796119
69.085755,15,6027.964422
54.08565,11,6028.830515
44.386424,9,6029.562605
63.991409,14,6030.656305
134.477982,23,6032.474288
103.533086,21,6034.124375
43.605204,9,6034.834939
83.653965,18,6036.242392
93.790778,20,6037.772482
60.3907,11,6038.646074
39.336981,8,6039.291396
175.562357,30,6041.733791
44.458225,10,6042.553553
87.156942,17,6043.89976
59.247889,13,6044.932976
49.387657,11,6045.80553
108.818474,23,6047.654143
71.086836,13,6048.683425
100.58897,19,6050.177785
68.61238,14,6051.284591
34.367841,7,6051.833407
29.415437,6,6052.307703
93.6046,20,6053.870319
87.37973,18,6055.312696
116.465703,20,6056.906803
79.145802,17,6058.276807
137.626829,25,6060.264702
57.15991,10,6061.059492
137.659126,28,6063.274929
74.023026,15,6064.413817
108.315851,22,6066.184195
130.246649,27,6068.372621
86.802989,15,6069.561743
63.259362,12,6070.542874
54.09477,11,6071.377231
223.232676,31,6073.777174
153.182672,31,6076.191657
98.567236,21,6077.831564
59.141461,13,6078.856227
59.071543,13,6079.877709
69.101153,14,6081.022014
87.988346,14,6082.168286
165.81527,26,6084.317564
54.195315,11,6085.193187
39.459627,9,6085.916658
119.046391,19,6087.451818
130.123234,26,6089.59516
147.235864,29,6091.848643
69.006213,15,6093.022425
49.418405,11,6093.895812
63.999957,13,6094.949956
59.310793,13,6095.991207
132.261856,21,6097.69743
64.206615,14,6098.813116
39.36442,9,6099.525183
44.494498,10,6100.339736
64.010904,13,6101.376878
59.05068,12,6102.330133
153.437489,27,6104.477276
49.265256,11,6105.334394
98.286459,21,6106.847622
78.9839,16,6108.110271
50.476661,7,6108.671769
54.307254,12,6109.642547
62.188403,12,6110.596802
93.762577,20,6112.213207
66.007794,12,6113.183002
81.486016,15,6114.371571
68.925862,15,6115.551461
78.686685,16,6116.760427
81.549364,16,6118.092612
174.757927,29,6120.404709
39.308897,8,6121.030348
54.250152,11,6121.931515
121.192697,25,6123.892938
49.165875,10,6124.698792
87.812507,15,6125.931185
62.366345,13,6126.958041
183.558734,27,6129.133675
54.122484,11,6130.007447
83.483012,14,6131.082735
49.173015,10,6131.860889
63.929562,13,6132.849884
136.649841,23,6134.624569
39.419424,9,6135.353997
78.923567,17,6136.714504
152.591246,32,6139.204661
87.502638,15,6140.376811
148.649265,21,6142.032492
115.310811,21,6143.754407
108.717746,23,6145.526489
68.931613,15,6146.772491
39.284723,8,6147.399794
98.533203,19,6148.925078
79.068901,17,6150.283602
154.355704,29,6152.613817
74.704314,13,6153.655063
49.268002,11,6154.511992
76.255048,13,6155.539898
54.097984,11,6156.428081
108.584095,23,6158.256153
61.396508,12,6159.225477
73.845956,15,6160.458162
108.601961,15,6161.660087
71.132371,15,6162.90413
53.596605,11,6163.75921
93.692645,19,6165.257796
67.735436,13,6166.308924
103.706059,16,6167.576476
71.886227,14,6168.692066
118.130739,24,6170.557004
68.911224,14,6171.676812
121.819818,23,6173.497678
54.331268,12,6174.453099
49.175069,10,6175.236051
78.635677,15,6176.435864
78.813663,17,6177.775711
54.36835,12,6178.74396
44.414249,10,6179.536935
34.36044,7,6180.095542
97.063303,18,6181.523857
64.171944,14,6182.61078
62.146719,13,6183.645977
57.063573,11,6184.531634
107.310091,20,6186.142316
93.938465,18,6187.519543
69.055117,14,6188.628332
128.493977,21,6190.28377
79.134706,16,6191.547858
79.039862,16,6192.823229
78.800546,17,6194.157002
88.728627,16,6195.472026
44.326328,10,6196.273341
75.181786,15,6197.494667
49.333787,10,6198.288882
81.618213,16,6199.571526
83.765461,18,6200.975603
116.69264,20,6202.557794
59.353963,13,6203.579068
88.874027,19,6205.053847
107.315619,22,6206.841286
49.220294,10,6207.63519
59.242825,13,6208.660657
98.843371,21,6210.306759
44.343026,10,6211.112256
186.735421,32,6213.708134
59.221089,13,6214.707173
85.728458,14,6215.870275
206.23676,32,6218.39605
146.092102,29,6220.69688
105.795953,18,6222.107137
59.165933,13,6223.147066
44.244494,9,6223.875084
39.45242,9,6224.590787
202.964922,36,6227.426099
54.194909,12,6228.430142
59.182211,13,6229.486184
59.224494,13,6230.518018
100.533644,16,6231.783729
130.573835,19,6233.34658
98.754195,21,6235.00514
75.000763,13,6236.044149
100.75251,20,6237.622027
66.915957,11,6238.505211
59.147836,13,6239.534832
208.238687,31,6242.006889
49.217171,10,6242.80834
91.921371,18,6244.248964
68.978577,14,6245.336911
71.689189,14,6246.427546
143.015515,30,6248.771105
68.921461,15,6249.907212
89.216911,19,6251.424498
54.139376,11,6252.293047
137.541427,20,6253.93333
44.237902,9,6254.671198
39.508677,9,6255.40808
67.663878,13,6256.468552
44.286941,10,6257.245305
109.374361,17,6258.601785
44.357465,9,6259.332213
64.297142,14,6260.51002
64.201559,14,6261.6476
86.751021,16,6262.91039
44.380901,9,6263.630726
83.838364,18,6265.027563
54.293858,12,6265.985013
44.327685,10,6266.800525
39.500919,9,6267.52913
34.508359,8,6268.163594
113.254268,18,6269.622385
103.515073,20,6271.208672
163.408702,29,6273.527349
110.157196,19,6275.048638
63.901853,13,6276.05256
64.311372,14,6277.180529
68.985481,14,6278.27642
123.072532,26,6280.285187
59.346722,13,6281.312232
81.254704,14,6282.463558
148.140311,28,6284.716416
91.989914,17,6286.059811
73.911801,16,6287.294861
121.396811,19,6288.868416
83.568755,17,6290.222255
49.26704,11,6291.094993
61.218719,12,6292.059664
75.947614,15,6293.263305
48.650668,10,6294.078145
71.909111,13,6295.150477
123.724501,20,6296.729367
47.465908,10,6297.521335
112.95172,23,6299.334977
100.302923,20,6300.958783
105.573991,17,6302.306696
89.91172,18,6303.713078
159.833134,27,6305.81497
80.389127,14,6306.881245
102.778704,19,6308.374176
75.978651,16,6309.72274
91.439209,15,6310.932486
58.219213,11,6311.812106
49.321733,11,6312.708927
103.460313,21,6314.38564
76.848039,16,6315.644342
81.600294,16,6316.932084
54.07927,12,6317.867414
44.277152,9,6318.569395
94.367948,15,6319.794991
73.923754,16,6321.057406
82.284509,14,6322.157054
117.858984,19,6323.66963
93.777429,16,6324.986871
63.969745,13,6326.009656
153.062241,32,6328.480669
79.42029,16,6329.746034
66.891618,13,6330.756131
66.980135,14,6331.888794
118.35036,25,6333.844987
39.463937,9,6334.567735
78.688086,16,6335.817096
54.20343,12,6336.773188
128.144717,26,6338.8147
39.291561,8,6339.451538
54.185212,11,6340.327447
97.412553,17,6341.690136
71.948803,14,6342.786605
64.321517,14,6343.901684
49.327986,11,6344.757127
44.463548,10,6345.552444
329.022498,52,6349.620312
69.043296,14,6350.702759
74.188838,16,6351.985943
39.425755,9,6352.704381
71.901633,14,6353.796849
138.729749,23,6355.654634
53.223943,10,6356.457232
49.275027,10,6357.245702
59.139564,13,6358.26616
44.316744,9,6358.974075
104.003402,22,6360.781337
75.933377,16,6361.995342
64.117365,12,6362.948223
85.726502,14,6364.051172
49.266553,10,6364.833361
66.938396,11,6365.710397
78.835046,16,6366.969318
52.340619,10,6367.763109
128.875356,24,6369.714212
39.408269,9,6370.42528
172.981046,27,6372.687928
88.858798,19,6374.147563
79.20135,16,6375.418386
59.226708,13,6376.447739
129.531133,22,6378.231277
97.329778,19,6379.76042
132.985805,25,6381.837371
88.786765,19,6383.333421
74.194642,16,6384.616914
344.834474,57,6389.30585
56.256584,12,6390.237945
39.327328,8,6390.855762
190.700712,35,6393.608405
83.871445,18,6395.023575
179.242649,33,6397.650393
116.775299,22,6399.447737
53.390501,10,6400.231051
61.922576,11,6401.117206
74.17028,12,6402.084285
98.613499,19,6403.604717
72.90019,14,6404.7173
68.985381,15,6405.818731
49.204171,10,6406.613371
64.021629,14,6407.743845
176.261736,35,6410.540158
92.015406,17,6411.865216
54.220232,12,6412.836927
48.643017,10,6413.629072
73.976952,15,6414.803865
56.867016,11,6415.664772
98.949193,15,6416.865221
74.205732,16,6418.149536
150.080242,27,6420.271131
90.10369,15,6421.483019
54.478419,12,6422.481306
69.04134,14,6423.605585
162.064008,29,6425.907602
107.546641,20,6427.492158
80.883107,15,6428.681097
225.37456,44,6432.082385
108.703748,23,6433.897837
142.834692,28,6436.106314
69.030823,14,6437.224192
104.875671,16,6438.520344
78.512339,13,6439.566712
82.973714,15,6440.762681
83.936275,18,6442.182983
93.088185,18,6443.618252
98.609504,21,6445.278846
91.638575,16,6446.558628
76.865768,14,6447.667681
108.446895,23,6449.514154
59.059378,12,6450.472204
61.157643,12,6451.437043
68.9613,15,6452.591159
103.733207,22,6454.303488
66.989742,12,6455.275096
99.014143,21,6456.927671
174.087633,29,6459.248714
43.718605,9,6459.991961
103.669059,22,6461.740868
62.868704,12,6462.6838
119.494273,20,6464.266999
34.356732,7,6464.829245
63.398961,13,6465.86256
122.660911,23,6467.714166
78.813196,17,6468.990187
49.113374,10,6469.759961
44.283359,9,6470.477167
57.342148,11,6471.364857
39.327248,8,6472.013919
34.400032,7,6472.633845
81.147494,15,6473.852377
98.689589,20,6475.460562
236.596168,31,6477.9073
68.621812,12,6478.867042
91.196394,17,6480.228399
121.729224,25,6482.183287
103.644826,22,6483.920808
231.91523,39,6487.008669
52.342956,10,6487.808359
107.337342,16,6489.097071
74.173801,16,6490.35398
78.951322,17,6491.686758
69.189064,15,6492.884408
87.610864,16,6494.192307
98.658708,16,6495.465024
88.60176,16,6496.724725
69.154196,15,6497.894013
54.189639,11,6498.746331
64.147416,14,6499.831136
68.944509,14,6500.912308
49.168508,10,6501.709438
114.475713,23,6503.551271
44.528005,9,6504.251166
49.16831,10,6505.039404
78.563847,16,6506.300889
105.101892,20,6507.921913
93.759851,20,6509.492984
102.819674,16,6510.789918
118.053883,21,6512.437702
84.260262,15,6513.631974
250.521285,45,6517.250428
98.326529,20,6518.837867
114.532301,17,6520.199027
49.220912,10,6520.996019
122.205828,21,6522.732788
126.895399,22,6524.4717
159.71095,24,6526.373513
73.772281,15,6527.53885
75.571415,12,6528.503426
102.655405,20,6530.122525
130.153269,24,6532.020223
84.013914,14,6533.147728
139.925247,26,6535.244603
121.339666,20,6536.891421
73.934098,16,6538.167626
73.94785,15,6539.339081
58.988809,12,6540.289593
73.8064,16,6541.526055
54.259926,11,6542.394368
73.924059,15,6543.544813
54.200905,11,6544.427731
86.612479,14,6545.539181
34.525939,7,6546.098881
49.263253,10,6546.894874
178.072712,36,6549.833694
39.340714,9,6550.547487
178.138782,26,6552.575753
64.087651,14,6553.691669
83.200085,17,6555.117195
118.275127,25,6557.069866
83.871407,18,6558.490497
96.418143,16,6559.801255
73.85007,15,6560.993037
34.351694,7,6561.565181
79.023638,17,6562.884403
167.592966,34,6565.517849
49.178316,11,6566.366997
83.921223,17,6567.720432
86.747588,16,6568.999858
127.012747,21,6570.706178
51.581591,9,6571.455333
73.944012,16,6572.727091
68.896303,14,6573.819399
44.439853,10,6574.628198
39.291327,8,6575.262466
63.975048,13,6576.292957
39.280609,8,6576.944479
93.756506,16,6578.222852
142.112753,23,6580.079946
157.968582,33,6582.708265
98.029914,17,6584.057726
54.174081,12,6585.025637
44.252905,10,6585.817464
54.196144,11,6586.70003
142.053378,23,6588.561381
44.299996,9,6589.293282
99.033123,14,6590.468424
78.960877,17,6591.803338
89.217182,17,6593.157081
44.252014,9,6593.884711
152.783716,32,6596.344634
112.017144,18,6597.77479
34.421388,7,6598.341792
67.545006,12,6599.291821
142.118981,28,6601.57807
54.142547,11,6602.464727
44.287442,9,6603.18773
68.756723,14,6604.299177
83.64341,18,6605.683518
460.633916,67,6611.485902
77.079387,15,6612.669215
44.296271,10,6613.459885
102.823366,20,6615.052061
78.931206,17,6616.378087
84.182726,16,6617.694409
39.419083,9,6618.401078
85.853531,16,6619.662221
92.942813,19,6621.191317
49.384942,11,6622.053027
246.546338,45,6625.62864
59.414562,13,6626.66629
83.84482,18,6628.078984
113.426902,23,6629.914659
103.182524,20,6631.523551
103.842838,20,6633.094483
74.079286,16,6634.347304
64.207175,14,6635.470055
49.040644,10,6636.34297
39.298442,8,6636.990908
97.737139,18,6638.444375
49.230589,10,6639.255699
34.41285,7,6639.824308
171.277658,27,6641.977606
44.383529,9,6642.706227
110.148878,20,6644.285835
39.352743,8,6644.922953
108.560598,23,6646.756141
39.408663,8,6647.396682
74.098469,16,6648.650314
68.911038,15,6649.845212
63.106652,13,6650.90325
79.126467,17,6652.277032
97.457126,19,6653.806063
59.069492,12,6654.77489
203.411149,36,6657.77775
138.906516,23,6659.645068
90.76283,15,6660.862034
68.910956,14,6661.973017
71.036974,14,6663.120114
85.921608,18,6664.545809
73.976775,16,6665.783859
49.163624,10,6666.574557
219.99635,33,6669.215236
78.222711,15,6670.386048
39.372997,8,6671.017702
39.410096,8,6671.647459
83.954479,18,6673.070348
44.224049,10,6673.852076
44.317827,9,6674.563055
67.16986,13,6675.651866
64.043496,13,6676.701533
62.027301,12,6677.673386
49.23701,11,6678.548835
179.623839,35,6681.293205
83.463915,14,6682.400607
49.3301,10,6683.211429
73.808977,16,6684.41007
34.549021,8,6685.05566
64.015087,14,6686.137355
59.169339,12,6687.073627
134.831475,26,6689.096003
103.500928,22,6690.820792
44.439606,10,6691.628887
53.380257,10,6692.414422
49.31497,11,6693.279696
64.003813,13,6694.306639
121.610815,23,6696.162778
69.095468,15,6697.382048
108.619555,23,6699.194774
64.014085,13,6700.228534
81.449143,16,6701.492503
142.857367,30,6703.900412
240.27413,46,6707.559848
170.27548,31,6710.060676
79.160532,17,6711.433914
113.503101,24,6713.329266
88.947692,17,6714.708517
146.951135,27,6716.805301
70.888893,14,6717.919302
39.318932,9,6718.628854
118.405739,23,6720.46859
97.35235,18,6721.912822
387.182692,62,6726.784971
142.709822,24,6728.672824
59.173958,12,6729.60102
71.794623,14,6730.714104
131.469844,22,6732.513654
54.134657,11,6733.391392
200.452132,39,6736.474332
102.138451,19,6737.971054
44.235567,9,6738.686348
93.680316,19,6740.171789
58.352917,10,6740.9847
59.600938,11,6741.846873
78.583898,14,6742.969637
52.987234,10,6743.777932
116.740059,22,6745.520898
146.16318,27,6747.614201
112.395231,22,6749.386011
91.383522,13,6750.447342
49.111945,10,6751.251313
143.164706,30,6753.686501
49.270871,11,6754.563436
106.334417,21,6756.247318
118.324125,25,6758.213992
144.534064,22,6759.970247
77.637121,14,6761.070731
49.179618,10,6761.865573
44.266908,9,6762.590616
90.979505,16,6763.855098
59.324856,13,6764.888686
49.322279,11,6765.788182
137.749719,29,6768.052098
69.036521,15,6769.213525
49.114857,10,6769.98997
59.08314,12,6770.959816
83.303242,17,6772.317125
119.423712,22,6774.045462
134.494321,24,6775.950947
44.466172,10,6776.765234
79.012936,16,6778.01791
151.441107,31,6780.490421
44.135141,9,6781.16586
49.315313,11,6782.045228
95.653042,20,6783.664212
64.040805,13,6784.681963
59.210547,13,6785.745975
39.35601,9,6786.473162
68.599808,13,6787.520396
158.773229,32,6790.119454
72.233235,14,6791.24055
83.882482,17,6792.597636
57.784009,11,6793.507488
142.890202,29,6795.823954
495.821564,101,6802.810577
49.452937,11,6803.698175
128.70797,27,6805.847742
66.993981,13,6806.870095
47.132133,10,6807.641279
93.91273,20,6809.214971
34.515854,8,6809.842372
103.963909,22,6811.655709
106.596552,19,6813.189582
49.133031,10,6813.992918
78.397155,16,6815.233294
60.227461,11,6816.096474
54.359241,11,6816.970127
58.967017,9,6817.70327
94.987509,19,6819.245985
93.555887,19,6820.740423
62.69517,12,6821.691533
165.661372,33,6824.340987
103.042233,21,6826.01343
88.134558,17,6827.396654
78.975784,17,6828.765491
44.353756,9,6829.488624
44.301909,10,6830.273983
186.781872,32,6832.842086
97.152072,18,6834.292427
111.321717,22,6836.058125
39.336939,8,6836.680331
93.611399,19,6838.169312
44.224389,10,6838.968642
104.978642,17,6840.350797
88.387091,18,6841.79698
152.931859,29,6844.094197
93.136053,19,6845.574417
81.122478,14,6846.704185
39.475201,9,6847.420725
72.583658,14,6848.562367
49.361145,10,6849.352482
49.469722,11,6850.256418
44.25187,9,6850.982502
44.232366,9,6851.679605
109.631886,19,6853.172129
123.589284,26,6855.186052
56.645129,11,6856.059956
34.429747,7,6856.615345
63.983271,14,6857.760011
59.050184,13,6858.784064
64.007503,14,6859.880867
108.101845,19,6861.357941
77.830922,13,6862.421879
74.061682,16,6863.658849
59.096585,12,6864.625586
78.968536,17,6865.957323
44.439335,10,6866.741407
49.213085,10,6867.532469
79.026916,16,6868.790475
96.127396,16,6870.062487
116.540867,23,6871.898331
86.500051,16,6873.207909
106.633147,22,6874.964034
44.264423,9,6875.667522
34.352463,7,6876.229412
69.181715,15,6877.437054
103.062367,21,6879.144013
88.731543,19,6880.704818
129.440712,18,6882.176891
145.331522,28,6884.438692
69.264729,15,6885.636763
134.839208,23,6887.435381
71.231975,14,6888.549731
49.246732,11,6889.43218
126.774992,25,6891.407908
99.736353,16,6892.666245
72.456445,13,6893.673255
34.337448,7,6894.230517
44.363126,10,6895.023043
49.105864,10,6895.822871
269.193364,52,6899.912149
125.558015,20,6901.590934
82.354766,15,6902.804041
123.333127,22,6904.606989
54.075563,11,6905.500275
128.138545,21,6907.270208
68.989816,14,6908.385276
107.766517,22,6910.117662
73.808514,15,6911.312811
114.999033,18,6912.776336
49.26483,11,6913.661133
108.675767,23,6915.479553
110.739404,23,6917.392024
109.199777,20,6919.043366
90.709701,15,6920.256002
39.333748,8,6920.89711
49.203732,10,6921.710793
78.920767,17,6923.062296
59.092071,13,6924.080456
83.76519,17,6925.46761
153.518297,26,6927.595047
74.327319,15,6928.792228
158.128551,33,6931.39807
64.020219,14,6932.510476
108.679684,23,6934.307005
49.167653,10,6935.087735
202.344578,34,6937.789377
39.309408,8,6938.438373
102.83757,15,6939.675421
63.993246,13,6940.729566
76.135114,13,6941.778369
125.083093,20,6943.440685
54.172655,12,6944.405558
64.399509,14,6945.533525
92.661309,18,6946.988496
39.485516,9,6947.729519
93.419321,17,6949.053303
158.91601,22,6950.80613
98.073597,14,6951.93425
128.244528,27,6954.038715
143.5876,24,6955.925112
112.641588,22,6957.664474
118.584612,25,6959.60368
39.286046,8,6960.241358
98.174403,18,6961.652971
94.913221,13,6962.77144
75.680563,15,6963.964617
83.917185,17,6965.304231
74.115495,16,6966.582179
97.051052,17,6967.90657
44.378224,10,6968.688764
64.055355,13,6969.740836
92.619414,18,6971.152293
98.598004,21,6972.789596
66.011899,13,6973.797176
98.728456,20,6975.386712
109.818972,17,6976.74401
39.301475,8,6977.383855
154.502128,28,6979.593407
110.678977,15,6980.78583
75.981975,15,6981.944309
54.264068,12,6982.875531
54.395876,12,6983.845344
83.917885,18,6985.262716
44.370601,10,6986.069884
123.682226,26,6988.114256
233.657604,31,6990.610073
64.120048,14,6991.721484
72.266606,15,6992.927236
84.087256,18,6994.375314
49.282939,11,6995.248708
107.782746,17,6996.627461
98.263993,19,6998.144611
101.693282,21,6999.826163
115.730026,22,7001.599329
118.561008,25,7003.564565
54.168819,12,7004.517013
73.545908,15,7005.725456
81.766742,15,7006.935668
88.324975,15,7008.144243
83.126031,16,7009.472391
84.037447,18,7010.940886
44.16856,9,7011.675712
49.27,11,7012.544587
54.130603,11,7013.42442
83.772467,17,7014.774982
116.020188,18,7016.184979
49.329807,11,7017.099133
44.279514,9,7017.828206
44.437217,10,7018.626342
108.425176,22,7020.371219
49.27448,10,7021.178238
128.341858,27,7023.2912
39.459504,9,7024.009547
64.189083,14,7025.124362
187.861096,39,7028.164466
127.312934,25,7030.209
100.933704,17,7031.607626
54.12439,11,7032.505162
79.207641,17,7033.845859
110.440248,19,7035.377081
71.054844,14,7036.503497
34.368407,7,7037.051074
104.471716,18,7038.485335
44.329671,10,7039.288978
68.300399,14,7040.40867
88.829255,19,7041.896858
105.49507,15,7043.117074
49.209624,11,7044.052366
88.849968,19,7045.545788
49.143053,10,7046.316061
64.118498,13,7047.354851
74.123243,16,7048.655198
128.245045,27,7050.748528
34.385597,7,7051.300399
120.862978,18,7052.769204
107.629543,21,7054.440206
118.499704,25,7056.408486
49.327175,11,7057.285577
84.776101,15,7058.531111
196.476339,40,7061.777703
223.952359,36,7064.894287
59.133881,13,7065.88917
168.433521,24,7067.817013
74.357003,14,7068.946013
54.193046,12,7069.896477
54.253075,11,7070.778772
116.407986,22,7072.559325
232.888572,37,7075.57218
139.246255,20,7077.190233
38.801908,8,7077.852009
69.061044,14,7078.960893
71.097073,14,7080.083187
69.2522,15,7081.261425
68.254821,14,7082.364158
39.345027,8,7083.00299
88.994031,18,7084.411559
54.248327,11,7085.296912
49.192476,10,7086.072516
78.98787,17,7087.400831
44.267965,9,7088.118961
73.853826,15,7089.293509
78.877556,16,7090.569818
74.539813,12,7091.526728
88.557887,18,7092.933698
83.957672,17,7094.269183
74.2275,16,7095.515738
88.759456,18,7096.960443
64.143136,14,7098.076755
158.005942,33,7100.664174
44.431293,10,7101.469247
143.610795,22,7103.233636
39.337803,8,7103.869038
48.364493,10,7104.692831
34.365024,7,7105.267754
63.444133,12,7106.254217
88.727442,18,7107.67554
49.244993,11,7108.520813
103.832574,21,7110.175886
48.752095,10,7110.972479
137.298974,26,7112.978172
79.149761,17,7114.293835
191.682071,31,7116.760973
88.814311,16,7118.020354
83.650229,17,7119.333884
54.026696,10,7120.139236
186.651647,30,7122.491343
66.643969,11,7123.368402
131.828172,21,7125.059421
54.134144,12,7126.062562
122.038162,19,7127.61577
39.477386,9,7128.329505
72.454112,12,7129.277925
158.32703,32,7131.739484
63.903437,13,7132.768545
68.56747,14,7133.885044
83.916991,18,7135.319838
109.445711,18,7136.779467
90.555137,15,7137.953502
34.417123,7,7138.516954
98.804579,21,7140.142018
116.469489,24,7142.063794
103.431276,22,7143.779159
73.942905,16,7144.986501
73.746508,15,7146.161165
78.936303,16,7147.41913
78.605302,16,7148.677149
63.558557,12,7149.603762
68.854235,14,7150.71138
163.105894,34,7153.398419
59.318735,13,7154.434282
68.588434,14,7155.592183
98.631459,20,7157.201272
215.015585,42,7160.564241
95.517385,18,7162.023218
69.903333,12,7162.989869
57.840136,11,7163.863318
88.978387,19,7165.387256
39.473013,9,7166.119824
138.517475,28,7168.378298
103.860173,22,7170.117024
203.101737,30,7172.531742
134.397597,23,7174.346909
223.571199,39,7177.594847
49.243496,10,7178.38502
69.267551,15,7179.602918
90.796214,18,7181.015127
44.393021,10,7181.814247
129.443132,21,7183.528911
68.90871,14,7184.606519
53.433432,10,7185.404783
62.0232,13,7186.433493
49.399808,11,7187.310644
72.076517,15,7188.522871
49.411347,11,7189.411822
90.201353,15,7190.597196
63.937836,13,7191.575736
108.224804,22,7193.361807
98.16374,16,7194.659215
76.620633,14,7195.805736
66.9186,11,7196.691086
86.910518,18,7198.148576
49.163408,10,7198.923912
54.33844,12,7199.87898
92.356394,18,7201.298594
87.478892,17,7202.653938
39.289669,8,7203.294908
137.806538,28,7205.463381
134.134826,23,7207.416863
136.439253,22,7209.201501
68.15401,13,7210.198412
54.305887,11,7211.084027
132.340246,25,7213.114634
59.108617,13,7214.141348
59.201954,13,7215.181988
67.388718,13,7216.263546
59.318042,13,7217.296903
71.116975,12,7218.267739
88.784025,19,7219.779873
68.813431,14,7220.870026
168.032112,28,7223.130758
162.914118,33,7225.75255
39.269456,9,7226.440955
54.191937,12,7227.393954
182.927487,33,7230.064545
72.824193,13,7231.107534
110.264671,20,7232.733895
162.133751,23,7234.577583
79.567116,13,7235.672042
66.852413,14,7236.80303
135.438276,28,7239.096878
153.953773,26,7241.17417
177.545166,31,7243.635298
44.294491,10,7244.412077
49.331216,11,7245.309547
54.222759,12,7246.246836
93.693982,17,7247.573394
78.926063,17,7248.918105
93.755393,20,7250.483268
83.818897,17,7251.80955
89.065079,19,7253.310095
54.012876,11,7254.179032
77.275739,16,7255.444565
98.313694,20,7256.960397
152.709867,27,7259.11107
188.474445,32,7261.627658
185.056825,29,7263.951337
88.905095,19,7265.46363
44.226475,9,7266.189217
109.015866,17,7267.588307
44.248828,9,7268.307551
156.483226,29,7270.600919
143.258421,23,7272.451059
83.951688,18,7273.886217
80.168182,16,7275.188734
99.248147,18,7276.597839
177.14058,33,7279.392315
98.11425,15,7280.616152
108.104961,17,7282.009168
68.808009,14,7283.086958
34.425829,7,7283.646974
115.549398,20,7285.258588
291.374552,54,7289.726912
141.939958,21,7291.405737
48.863356,10,7292.220946
133.834362,24,7294.163624
133.118715,27,7296.300442
68.99871,14,7297.416225
39.449662,9,7298.150378
74.036789,14,7299.309468
75.604103,14,7300.473149
63.855607,14,7301.591302
63.943317,14,7302.715807
163.181001,34,7305.467901
34.391412,7,7306.033238
74.032224,16,7307.418293
95.805377,20,7309.02971
54.338858,12,7310.044265
159.827128,25,7312.150389
54.382402,12,7313.178367
68.138781,10,7314.047057
98.716464,20,7315.694033
44.262131,9,7316.439637
108.588886,22,7318.257475
131.539043,27,7320.43884
97.057712,19,7322.004116
57.808303,10,7322.790457
83.852995,18,7324.171008
84.019613,18,7325.566448
109.665018,21,7327.237485
66.536109,12,7328.233033
238.880207,45,7331.948408
78.831648,16,7333.279306
133.518911,28,7335.528796
94.159535,17,7336.98045
113.775864,24,7338.992147
98.603523,20,7340.606295
